Company,Job_title,Location,Salary,Work Type,Skill,Job_Desc,Links
Braja Biru Abadi,Perawat,"Menteng, Jakarta Pusat, DKI Jakarta, Indonesia",Perusahaan tidak menampilkan gaji,Penuh Waktu,"Dapat Berkomunikasi Secara Baik, Berorientasi Pelayanan, Medical Nursing, ramah dan sopan, D3 Keperawatan","Wanita, usia min. 23 tahun, Pendidikan D3 Keperawatan / Profesi Nurse, Memiliki STR dan KTA/NIRA, Berorientasi pada pelayanan, Bersedia ditempatkan di Menteng, Jakarta Pusat",https://glints.com/id/opportunities/jobs/perawat/79369e7c-1273-410c-b7b4-6b64d310f999?utm_referrer=explore
Yanoshi Omiyage,Sales Sosial Media,"Bekasi Selatan, Bekasi, Jawa Barat, Indonesia",Perusahaan tidak menampilkan gaji,Penuh Waktu,,"Mengelola aktifitas penjualan di platform media sosial (Instagram, Facebook, TikTok) dan e-commerce (Shopee, Tokopedia) untuk produk souvenir khas Jepang, Menangani pemesanan, pembayaran, dan pengiriman barang dengan efisien., Mengelola administrasi penjualan dan menyusun penjualan secara berkala., Membantu Merancang dan mengimplementasikan strategi pemasaran di media sosial",https://glints.com/id/opportunities/jobs/sales-sosial-media/57e869e1-62aa-4731-b0ec-8b986213ac79?utm_referrer=explore
MII CMT Indonesia,Fashion Designer,"Karawaci, Tangerang, Banten, Indonesia",Perusahaan tidak menampilkan gaji,Penuh Waktu,"Trend Forecasting, Pattern Making, Fashion Styling","Memiliki pengalaman sebagai Fashion Designer perusahaan garment, khususnya di garment ready to wear, mengerti alur proses produksi lebih disukai., Mampu mengoperasikan program komputer design seperti coreldraw, photoshop atau illustrator, bisa menggambar menggunakan pad / digital drawing., Update dengan trend lokal dan international dan mengerti cara mengaplikasikannya ke dalam produk., Terlibat dalam proses pembuatan prototipe, fitting sample, dan memastikan product ready to produce, Melakukan pre-costing, Memperhatikan detail dan kualitas, pastikan produk jadi memenuhi standar perusahaan, Mengerti basic jahit dan pembuatan pola pakaian akan diutamakan",https://glints.com/id/opportunities/jobs/fashion-designer/ec2194be-7f91-4d43-ab5f-2ca4c4b920e7?utm_referrer=explore
Indonesia Global Solusindo,RPA Software Developer (UIPATH),"Grogol Petamburan, Jakarta Barat, DKI Jakarta, Indonesia",Perusahaan tidak menampilkan gaji,Penuh Waktu,,,https://glints.com/id/opportunities/jobs/rpa-software-developer-uipath/02e00d3f-9354-44ae-ab83-c14924ef3419?utm_referrer=explore
PT Aventama Hervent Solusindo,SEO Specialist,"Lengkong, Bandung, Jawa Barat, Indonesia","Rp2,5jt-Rp4jt",Penuh Waktu,"Search Engine Optimization (SEO), Seo/sem, SEO, Seo Basic, Seo On Page, Seo And Web Analytics, Seo Writing, Seo Content Writing",,https://glints.com/id/opportunities/jobs/seo-specialist/cc68fdc7-cdd8-443b-829e-333dd37391d0?utm_referrer=explore
Financia Golden Trade,Staff Telemarketing,"Grogol Petamburan, Jakarta Barat, DKI Jakarta, Indonesia","Rp2,5jt-Rp10jt",Kontrak,"Komputer Ms Office, Customer Relationship Management (CRM), Memiliki Kemampuan Komunikasi Yang Baik, Sales and Marketing, Telemarketing, Mengoprasikan Komputer","Memperkenalkan produk dan kelebihannya secara online kepada konsumen, Mencapai dengan target yang telah ditentukan, Memperluas jaringan konsumen dan pasar, Menjalin hubungan baik dengan customer, Membantu dalam memberikan layanan dan mempertahankan pelanggan",https://glints.com/id/opportunities/jobs/staff-telemarketing/8c8d68d1-c5a2-454d-973e-0bebf024e26d?utm_referrer=explore
Ikonsultan Inovatama,Java Software Engineer,"Tanah Abang, Jakarta Pusat, DKI Jakarta, Indonesia",Rp10jt-Rp25jt,Kontrak,"Apache Kafka, Eureka, Spring Framework, Kubernetes & Docker, Microservice Architecture, DevOps, Ci/cd","Proficiency in Java programming., Strong knowledge of the Spring Framework, particularly Spring Boot for building microservices., Understand the principles and best practices of microservices architecture., Experience in designing and developing microservices., Be adept at creating RESTful APIs using Spring Boot., Familiarity with containerization technologies like Docker., Experience with container orchestration platforms such as Kubernetes., Knowledge of various database systems, both relational and NoSQL., Expertise in data modeling for microservices., Understanding of API gateways, Familiarity with service discovery tools like Eureka or Consul., Experience with message brokers like Apache Kafka or RabbitMQ., Knowledge of event-driven architecture patterns., Proficiency in securing microservices, including authentication and authorization., Knowledge of OAuth, JWT, and SSL/TLS., Experience with Continuous Integration and Continuous Deployment (CI/CD) pipelines., Familiarity with tools like Jenkins, Travis CI, or GitLab CI/CD., Unit testing, integration testing, and end-to-end testing using tools like JUnit and Postman., Basic knowledge of DevOps practices, including infrastructure as code (IaC)., Understanding of cloud platforms like AWS, Azure, or Google Cloud., Proficiency with monitoring tools like Prometheus, Grafana, or ELK stack (Elasticsearch, Logstash, Kibana)., Experience in application performance monitoring., Strong documentation skills for maintaining code and system documentation., Familiarity with version control systems like Git., Strong problem-solving skills., Good communication and collaboration skills for working in a team., An understanding of agile methodologies., Depending on the industry you work in, domain-specific knowledge can be crucial. For example, financial services, healthcare, e-commerce, etc., Knowledge of techniques for optimizing the performance and scalability of microservices., Implementing mechanisms to make microservices fault-tolerant and resilient., Keeping up-to-date with security best practices to protect microservices against vulnerabilities., The field of microservices is constantly evolving. A willingness to learn and adapt to new technologies and best practices is crucial.",https://glints.com/id/opportunities/jobs/java-software-engineer/57435a79-8b8f-4ea4-bad6-9a172578fb82?utm_referrer=explore
PT Istana Surya Perkasa,Sales Executive,"Sawahan, Surabaya, Jawa Timur, Indonesia",Perusahaan tidak menampilkan gaji,Penuh Waktu,"Sales and Marketing, B2b Sales, Retail Sales","Laki- Laki, maksimal 38 tahun, Pendidikan minimal SMA/SMK/D1 (Teknik Mesin diutamakan), Pengalaman minimal 2 tahun di bidang yang sama, Kemampuan komunikasi dan negosiasi yang baik, Memahami penjualan mesin, sparepart dan dinami, Pengetahuan tentang administrasi sales  teknologi informasi diperlukan, Bersedia dinas luar kota dan pulau, Diutamakan menguasai wilayah Indonesia Barat ( JABAR, DKI, BANTEN, & SUMATERA), Penempatan Surabaya",https://glints.com/id/opportunities/jobs/sales-executive/f142a78e-98ce-4e61-b418-e00c746bd662?utm_referrer=explore
Cuts and Beyond,Hair Stylist/Salon,"Cisauk, Kab. Tangerang, Banten, Indonesia","Rp2,8jt",Penuh Waktu,"Hair Styling, Hair Cutting, Salon Assistant",,https://glints.com/id/opportunities/jobs/hair-stylist-salon/a042b65f-027d-4687-bd78-43ccc2089404?utm_referrer=explore
Oakberry Indonesia,Açaí Bowl Maker and Customer Service,"Kuta, Kab. Badung, Bali, Indonesia","Rp3,5jt-Rp4,5jt",Penuh Waktu,"Customer Service, Barista And Waiters, Kitchen helper, Hospitality, Hospitality and Service, Food and Beverage, Food Preparation",,https://glints.com/id/opportunities/jobs/acai-bowl-maker-and-customer-service/61155f10-a046-4362-8764-835dc64c5171?utm_referrer=explore
Sumberdaya Andalan Mandiri,Sales Generalis Bank BUMN,"Kebayoran Baru, Jakarta Selatan, DKI Jakarta, Indonesia","Rp4,5jt-Rp5jt",Penuh Waktu,,"Pria/Wanita, Usia Maksimal 33 tahun, Pendidikan minimal D3, Berpengalaman di Bidang Sales/Marketing, Mempunyai kendaraan bermotor dan SIM, Berperilaku dan penampilan baik serta berdomisili di Jabodetabek",https://glints.com/id/opportunities/jobs/sales-generalis-bank-bumn/80225828-9d7b-4bf4-880c-ecdab3000b64?utm_referrer=explore
PT. Eversaas Power Technology,Presales System Engineer,"Kebon Jeruk, Jakarta Barat, DKI Jakarta, Indonesia",Rp6jt-Rp10jt,Penuh Waktu,,"Pria Usia min. 25 tahun, Pendidikan min. D3 / S1 Jurusan Telekomunikasi atau Komputer, Pengalaman minimal 2 tahun sebagai sales IT, Komputer, Internet, telekomunikasi dan sejenisnya, (Diutamakan yang pernah bekerja di bidang ISP / ERP/ SOFTWARE/ security), Jujur, pekerja keras dan dapat bekerja sama dengan Team, Fasih dalam menggunakan Ms Office dan bidang IT, Memiliki kendaraan bermotor, Lokasi Penempatan di Jakarta Barat",https://glints.com/id/opportunities/jobs/presales-system-engineer/782b0292-4a8b-4eab-81a3-435c13cd85b4?utm_referrer=explore
Sasmita Property,Sales Executive Property,"Bogor Barat, Bogor, Jawa Barat, Indonesia","Rp3jt-Rp4,5jt",Kontrak,"Marketing Promotion, Customer Service, Marketing, Sales Management, Sales, Sales Marketing",,https://glints.com/id/opportunities/jobs/sales-executive-property/3ee9d842-c525-4b72-b314-45c3b5163247?utm_referrer=explore
Klinik Utama Skinnaire,Front Liner Klinik Utama (Kulit & Kelamin),"Sumur Bandung, Bandung, Jawa Barat, Indonesia","Rp3jt-Rp4,2jt",Penuh Waktu,"Problem Solving And Time Management, Memiliki Kemampuan Komunikasi Yang Baik, Mampu Bekerja Keras Dan Jujur Serta Cepat Mampu Menyesuaikan Dan, Dapat bekerja dengan tim dan dapat mengoperasikan Ms. Office","Melayani kepentingan pasien sesuai dengan prosedur operational, Melakukan dan bertanggung jawab atas penjadwalan kunjungan pasien, Melayani pendaftaran dan kebutuhan administrasi pasien baru, Memberikan informasi kepada pasien terkait promo treatment yang berlaku, Melayani transaksi pembayaran tunai, non tunai (QR, EDC), Mampu menghandle complain pasien, Menyelesaikan tugas administrasi klinik, Menghasilkan laporan keuangan harian dan melakukan rekonsiliasi kas",https://glints.com/id/opportunities/jobs/front-liner-klinik-utama-kulit-and-kelamin/f9694e97-1921-41cf-9c23-907a46660076?utm_referrer=explore
PT TANAH AIR RAYA,Staff Customer Service,"Pabean Cantikan, Surabaya, Jawa Timur, Indonesia","Rp3,5jt-Rp5,3jt",Penuh Waktu,"Analisa Proses Bisnis, Public Speaking, Microsoft Office","Menangani pertanyaan pelanggan melalui telepon, email, atau media sosial dengan sopan dan profesional., Menyelesaikan masalah pelanggan dengan cepat dan efisien., Memberikan informasi produk, layanan, dan kebijakan perusahaan kepada pelanggan., Membangun hubungan yang baik dengan pelanggan dan meningkatkan kepuasan pelanggan., Melakukan tugas administratif terkait layanan pelanggan., Memberikan umpan balik dan saran kepada manajemen untuk perbaikan layanan pelanggan.",https://glints.com/id/opportunities/jobs/staff-customer-service/0ebc9216-5d13-44c2-8df2-a9511357ccb7?utm_referrer=explore
PT TANAH AIR RAYA,Community Manager,"Pabean Cantikan, Surabaya, Jawa Timur, Indonesia","Rp4jt-Rp5,7jt",Penuh Waktu,,,https://glints.com/id/opportunities/jobs/community-manager/95cb57fa-aef4-46ee-98e3-8b7aad97e437?utm_referrer=explore
DC BEAUTY CENTRE,Eyelash Therapist,"Setiabudi, Jakarta Selatan, DKI Jakarta, Indonesia",Perusahaan tidak menampilkan gaji,Penuh Waktu,,"Gaji pokok, Komisi (Therapist), Uang makan, Bonus, Jenjang karir, Mess karyawan, THR",https://glints.com/id/opportunities/jobs/eyelash-therapist/cf0dc2c4-d4bc-4cf6-baaa-2eb4b6fdec7d?utm_referrer=explore
PT. Rumah Kumbang Berdaya,Sarana dan prasarana ( Freelance ),"Mulyorejo, Surabaya, Jawa Timur, Indonesia",Rp100rb-Rp100rb,Harian,"Team Work, Strong Leadership Skills, Strong work ethic",,https://glints.com/id/opportunities/jobs/sarana-dan-prasarana-freelance/31cbf07c-0d37-4a60-85fa-037f9a36db31?utm_referrer=explore
DC BEAUTY CENTRE,Nail Therapist,"Setiabudi, Jakarta Selatan, DKI Jakarta, Indonesia","Rp2,5jt-Rp2,5jt",Penuh Waktu,,"Gaji pokok, Komisi (Therapist), Uang makan, Bonus, Jenjang karir, Mess karyawan, THR",https://glints.com/id/opportunities/jobs/nail-therapist/9bf121a2-7896-47fc-b5bd-08e19bb97bd4?utm_referrer=explore
PT. Kusuma Megah Grup,Marketing Executive,"Pakisaji, Kab. Malang, Jawa Timur, Indonesia",Rp1jt-Rp2jt,Penuh Waktu,"Kemampuan Negosiasi, Memiliki Kemampuan Komunikasi Yang Baik, Lobby & Negotiation skill",,https://glints.com/id/opportunities/jobs/marketing-executive/28983ffe-9c37-4a58-bf0c-c9fe1a0d505d?utm_referrer=explore
PT Delta Tekno Perkasa,SPV Cleaning Service,"Kebon Jeruk, Jakarta Barat, DKI Jakarta, Indonesia",Rp3jt-Rp4jt,Kontrak,"Leadership Skills, Service Oriented, Teamwork And Interpersonal Skills","Usia 28 – 35 tahun, Pendidikan Minimal SMA/SMK, Memiliki pengalaman minimal 2 tahun dibidang yang sama (spv cleaning), Mampu mengoperasikan computer (ms. Office), Memiliki jiwa kepemimpinan, Mampu berkomunikasi dengan baik, Mampu bekerja dalam tim, serta mampu bekerja di bawah tekanan, Memiliki Kendaraan Pribadi dan SIM C, Memiliki service oriented yang baik",https://glints.com/id/opportunities/jobs/spv-cleaning-service/f5172b53-e2a0-4ecf-85ab-849094bb0e6c?utm_referrer=explore
Ivory Studio,Sales Penjualan (Online),"Kapanewon Depok, Kab. Sleman, DI Yogyakarta, Indonesia","Rp2,2jt-Rp5jt",Penuh Waktu,"Mengetik Dengan Cepat, Berkomunikasi Dengan Baik, Sales",,https://glints.com/id/opportunities/jobs/sales-penjualan-online/93c1baa3-6f03-4380-aa23-434050b16743?utm_referrer=explore
PT Dream Forest Media,ADMIN TIKTOK,"Penjaringan, Jakarta Utara, DKI Jakarta, Indonesia",Perusahaan tidak menampilkan gaji,Penuh Waktu,"Social Media Marketing, Digital Marketing, Social Media","Merekrut host yang sering melakukan live streaming di aplikasi tiktok, membimbing dan memonitoring host yang sudah bergabung ke Agency",https://glints.com/id/opportunities/jobs/admin-tiktok/907ab96e-f78b-4d1f-8816-f5cb2ac38c51?utm_referrer=explore
MITRAPABRIK.COM,Sales Project,"Wiyung, Surabaya, Jawa Timur, Indonesia","Rp3jt-Rp3,5jt",Penuh Waktu,"Komputer Ms Office, Memiliki Kemampuan Komunikasi Yang Baik, Negotiation Skill","Mengidentifikasi dan menghubungi prospek potensial di area yang ditugaskan., Mempromosikan dan menjual produk dan layanan perusahaan kepada pelanggan potensial., Membangun dan menjaga hubungan bisnis yang baik dengan pelanggan yang ada., Mencapai target penjualan yang ditetapkan oleh perusahaan., Mengikuti perkembangan pasar dan tren industri terkait., Memberikan layanan pelanggan yang superior dan menjawab pertanyaan atau masalah pelanggan dengan cepat dan efektif., Mengumpulkan dan menyampaikan informasi pasar dan umpan balik pelanggan kepada tim manajemen.",https://glints.com/id/opportunities/jobs/sales-project/b1619bab-a735-4cb2-946f-8b9e46e2da30?utm_referrer=explore
MITRAPABRIK.COM,Sales Counter,"Wiyung, Surabaya, Jawa Timur, Indonesia","Rp2,5jt-Rp3jt",Penuh Waktu,"Memiliki Kemampuan Komunikasi Yang Baik, Menguasai sosial media, Negotiation Skill","Mengidentifikasi dan menghubungi prospek potensial di area yang ditugaskan., Mempromosikan dan menjual produk dan layanan perusahaan kepada pelanggan potensial., Membangun dan menjaga hubungan bisnis yang baik dengan pelanggan yang ada., Mencapai target penjualan yang ditetapkan oleh perusahaan., Mengikuti perkembangan pasar dan tren industri terkait., Memberikan layanan pelanggan yang superior dan menjawab pertanyaan atau masalah pelanggan dengan cepat dan efektif., Mengumpulkan dan menyampaikan informasi pasar dan umpan balik pelanggan kepada tim manajemen.",https://glints.com/id/opportunities/jobs/sales-counter/704c7981-8c7d-435b-ba09-a9b6ab6f8746?utm_referrer=explore
PT. Parama Sutera Autotren,Accounting & Tax Staff,"Pinang, Tangerang, Banten, Indonesia",Perusahaan tidak menampilkan gaji,Penuh Waktu,"Tax Accounting, E-spt (tax), Administration","Usia maksimal 30 tahun, Minimal S1 jurusan akuntansi, Pengalaman minimal 2 tahun posisi staff akuntansi & tax (di bidang otomotif lebih disukai), Detail, cekatan, rapi dalam administrasi, dan memiliki attitude yang baik, Jadwal Kerja: Senin - Sabtu",https://glints.com/id/opportunities/jobs/accounting-and-tax-staff/bedc213c-163f-4e52-8ab1-e16f775f58fa?utm_referrer=explore
Sumber Nelayan Indonesia,SALES CANVAS MOTORIS WILAYAH JAKARTA,"Cengkareng, Jakarta Barat, DKI Jakarta, Indonesia","Rp2jt-Rp2,3jt",Penuh Waktu,"Memiliki Kemampuan Komunikasi Yang Baik, Sales and Marketing, Berbicara Dengan Baik","Waktu Jam Kerja Menyesuaikan Buka Tutup Pasar Yang DiTunjuk / Kunjungi, Bersedia menjalankan Tugas dilapangan (Pasar Tradisional), Apabila ada halangan/tidak masuk diharapkan Konfirmasi (Ijin), Disipl intepat waktu, Bersedia mengerjakan Laporan Hasil Penjualan, Setiap Hari mengumpulkan Laporan Kunjungan, Bersedia menerima Target yang diberikan Perusahaan, Menguasai Product Knowledge, Melakukan aktifitas pemasaran dan kunjungan pasar, Memberikan informasi dan mempromosikan produk",https://glints.com/id/opportunities/jobs/sales-canvas-motoris-wilayah-jakarta/44e6b2e9-defa-4b0d-ab21-4cbb9abcbba2?utm_referrer=explore
Modular Inti Konstrindo,Civil Drafter,"Cilandak, Jakarta Selatan, DKI Jakarta, Indonesia",Rp5jt-Rp6jt,Kontrak,,,https://glints.com/id/opportunities/jobs/civil-drafter/5a1c7d9f-5bee-4c7b-a988-136883c91106?utm_referrer=explore
PT PINK SERVICE INDONESIA,SALES,"Batam Kota, Batam, Kepulauan Riau, Indonesia",Perusahaan tidak menampilkan gaji,Penuh Waktu,"Target Oriented, Customer Relations, Market Strategy, Sales Management, Negotiation Skills, Sales, Microsoft Office, Fluent In English Both Oral And Written, Good Communication Skills","Usia Maksimal 40 thn, Pendidikan min D3/S1 segala jurusan, Pengalaman di penjualan pengharum ruangan di utamakan, Dapat bekerja secara multitasking, Percaya diri, jujur, cerdas, ulet, ramah, dan mudah beradaptasi, Bisa mengoperasikan Ms. Office, Bisa berbahasa inggris baik lisan maupun tulisan, Berpengalaman Min 1 tahun dibidangnya, Berpenampilan baik, Memiliki jiwa marketing yang tinggi, Dapat bergabung secepatnya, Penempatan di BATAM",https://glints.com/id/opportunities/jobs/sales/8603f69d-ab94-4045-8bb2-687e0c2f5c35?utm_referrer=explore
KIAN Health Corp,Business Development Intern,"Medan Satria, Bekasi, Jawa Barat, Indonesia",Rp500rb-Rp1jt,Magang,,"Market Research: Conduct market research to identify potential clients, partners, and opportunities for growth., Prospecting: Identify and reach out to potential clients through various channels, including email, phone calls, and social media., Sales Support: Assist the sales team with lead generation, proposal development, and client communication., Data Analysis: Analyze sales and business development data to identify trends and opportunities for improvement., Strategy Development: Collaborate with the team to develop and refine business development strategies., Learning Opportunity: Gain exposure to various aspects of business development, including sales, marketing, and strategy.",https://glints.com/id/opportunities/jobs/business-development-intern/c11ad4b5-2412-4335-82c3-feac04454337?utm_referrer=explore
Cv Cabin Nuansa Indah,Content Creator,"Cengkareng, Jakarta Barat, DKI Jakarta, Indonesia",Perusahaan tidak menampilkan gaji,Penuh Waktu,,"Diutamakan  berumur dibawah 28 tahun., bisa bekerja dalam team, Mempunyai pengalaman di bidang content creator. (portofolio video/design akan menjadi bahan pertimbangan), mampu merekam video menggunakan kamera dslr maupun hp dengan baik dan stabil., memiliki skill yang baik dalam editing video dan foto., memiliki skill design yang baik, mampu berpikir kreatif dalam pembuatan konten., Familiar dan up-to-date dengan Social Media trends (IG, TikTok, Twitter, etc.)",https://glints.com/id/opportunities/jobs/content-creator/e0f70e57-ff79-4711-843c-76aeab947591?utm_referrer=explore
ID Beauty Clinic Indonesia,Accounting,"Menteng, Jakarta Pusat, DKI Jakarta, Indonesia",Perusahaan tidak menampilkan gaji,Penuh Waktu,"Accounting, Berkomunikasi Dengan Baik, Mampu bekerja dalam team","Wajib berpengalaman, Wanita/pria, Pengalaman min. 1 atau 2 tahun di bidang finance/acc, Bekerja rapi, teliti, rajin, Bekerjasama dalam team, Komunikasi baik, Sopan & santun, Mudah belajar",https://glints.com/id/opportunities/jobs/accounting/de215795-6b8a-4ef3-9c8b-214667c6456a?utm_referrer=explore
PT. Java Vapor Indonesia,Manager RnD,"Sukolilo, Surabaya, Jawa Timur, Indonesia",Rp8jt-Rp12jt,Penuh Waktu,"Problem Solving, Team Leadership, Leadership",,https://glints.com/id/opportunities/jobs/manager-rnd/b94cee46-a3d4-4a98-8b98-a8171805a4ca?utm_referrer=explore
The Everest Project,CS Online Shop,"Kemantren Umbulharjo, Yogyakarta, DI Yogyakarta, Indonesia",Perusahaan tidak menampilkan gaji,Penuh Waktu,,,https://glints.com/id/opportunities/jobs/cs-online-shop/fd5de7d9-65de-4616-ac9b-bd6a7185f127?utm_referrer=explore
PT. Carissa Mega Pesona,Brand Promotor Bali,"Denpasar Barat, Denpasar, Bali, Indonesia","Rp1,2jt-Rp1,2jt",Kontrak,"Teamwork, Memiliki Kemampuan Komunikasi Yang Baik, Sales","Melakukan Aktifitas Promosi di Area Penempatan, Mencapai Target Penjualan yang Telah Ditetapkan, Mencatat dan Membuat Laporan Penjualan",https://glints.com/id/opportunities/jobs/brand-promotor-bali/9bfa22dd-f741-4b33-abae-980dba520037?utm_referrer=explore
PT. Java Vapor Indonesia,Supervisor Store,"Sukolilo, Surabaya, Jawa Timur, Indonesia","Rp4,5jt-Rp6jt",Penuh Waktu,"Store Management, Sales Supervisor, Leadership",,https://glints.com/id/opportunities/jobs/supervisor-store/a7c7d8e0-f367-4cda-8153-8019c66d4496?utm_referrer=explore
PT. Java Vapor Indonesia,Staff IT,"Sukolilo, Surabaya, Jawa Timur, Indonesia",Rp4jt-Rp6jt,Penuh Waktu,,,https://glints.com/id/opportunities/jobs/staff-it/ee02d770-fd62-4ab7-a40d-0e0ef754d4f2?utm_referrer=explore
Kebab Bosman,Marketing Exim,"Wonocolo, Surabaya, Jawa Timur, Indonesia",Rp4jt,Penuh Waktu,"Exim, Good Communication Skills, Eksport-Import",,https://glints.com/id/opportunities/jobs/marketing-exim/75c8c2bc-7c5e-405b-b62d-e23575179eea?utm_referrer=explore
Kebab Bosman,Marketing Domestic,"Wonocolo, Surabaya, Jawa Timur, Indonesia",Rp4jt,Penuh Waktu,"Marketing Communications, Management EMKL, emkl/freight forwarder",,https://glints.com/id/opportunities/jobs/marketing-domestic/98760954-e39e-46d3-8c8f-81481bd5b49e?utm_referrer=explore
PT Natas Nitis Netes,Accounting Supervisor,"Bekasi Selatan, Bekasi, Jawa Barat, Indonesia","Rp5,5jt-Rp7jt",Kontrak,,,https://glints.com/id/opportunities/jobs/accounting-supervisor/d5fbb2f1-6f2a-48c0-8c5d-86f5fe0edf82?utm_referrer=explore
PT Val Konsultan Indonesia,Sales Consultant,"Medan Selayang, Medan, Sumatera Utara, Indonesia","Rp3jt-Rp3,8jt",Penuh Waktu,,"Initiate and lead human resource programs and projects, Conduct research through various methods (data collection, surveys etc.) to identify a problematic situation or find the cause, Provide advice and recommendations to HR personnel for resolution of daily issues, Formulate strategic and practical plans to address human resource matters, Assist in recruiting, training and management of personnel, Devise plans and techniques to drive change and culture management, Assist in the development and integration of policies, Select and implement suitable HR technology, Help establish control systems for compliance with business methods and HR practices, Review systems and processes and make modifications to address issues, Refurbish knowledge of advancements in the field and present new ideas, Manage relationship with customer",https://glints.com/id/opportunities/jobs/sales-consultant/26f79196-e47e-4df6-a847-2665828bbecc?utm_referrer=explore
Kreativ Lift Indonesia,Admin Project Manager,"Kelapa Gading, Jakarta Utara, DKI Jakarta, Indonesia",Perusahaan tidak menampilkan gaji,Penuh Waktu,"Construction, Construction engineering, Construction site, Construction Management, Civil Engineering, Industrial Engineering, Civil Construction",,https://glints.com/id/opportunities/jobs/admin-project-manager/b1df80f2-cac2-47c9-a3b0-5ba6fcb62265?utm_referrer=explore
Artiz Studio Jakarta,Marketing Executive,"Tebet, Jakarta Selatan, DKI Jakarta, Indonesia",Rp7jt-Rp15jt,Penuh Waktu,,"Mengembangkan rencana merek dan strategi pemasaran yang efektif dan inovatif untuk membangun merek yang kuat, Menciptakan pesan merek yang akan meningkatkan penjualan, Mengembangkan strategi merek untuk meningkatkan citra merek, Mengelola agensi dan klien eksternal untuk meningkatkan penjualan pasar, Bekerja sama erat dengan tim berbeda di perusahaan untuk memastikan konsistensi merek, Brainstorming kampanye pemasaran untuk media sosial, Rencanakan konten iklan bulanan dan Mengerjakan konten serta menyalin tulisan di situs web perusahaan., Membuat materi pendukung peluncuran produk, seperti brosur, landing page website, dan FAQ untuk tim penjualan., Membangun kredibilitas dan kesadaran pasar, Membantu dalam membuat konsep, mengembangkan, dan menerapkan rencana kreatif yang strategis dan taktis untuk mendorong penjualan dan memastikan pertumbuhan merek melalui berbagai rencana pemasaran., Menerapkan rencana kreatif yang strategis dan taktis untuk mendorong penjualan dan memastikan pertumbuhan merek melalui berbagai rencana pemasaran., Lacak, pantau, tinjau hasil dengan Tim Penjualan untuk mengevaluasi efektivitas dan metode pelaksanaan kampanye pemasaran., Berhubungan dengan penyelenggara Pameran Pernikahan",https://glints.com/id/opportunities/jobs/marketing-executive/171c0c1c-80e4-49be-8c57-e4851c3a2c27?utm_referrer=explore
Kreativ Lift Indonesia,Sales Expert for Home Lifts,"Kelapa Gading, Jakarta Utara, DKI Jakarta, Indonesia","Rp5jt-Rp7,5jt",Penuh Waktu,"Social Media Marketing, Digital Marketing, English, Negotiation Skill, Marketing And Selling, Sales, Microsoft Office, Good Communication Skills, Sales Marketing",,https://glints.com/id/opportunities/jobs/sales-expert-for-home-lifts/16606b80-83e5-4ab2-aed6-71de1cb56efe?utm_referrer=explore
Kreativ Lift Indonesia,Account Executive,"Kelapa Gading, Jakarta Utara, DKI Jakarta, Indonesia",Perusahaan tidak menampilkan gaji,Penuh Waktu,"Negotiation Skill, Sales Management, Sales Marketing",,https://glints.com/id/opportunities/jobs/account-executive/a55531c9-7f92-4c5e-bb77-51a447de23cb?utm_referrer=explore
Digniti Aku Nusantara (DignityKu),Sales Person,"Pasar Minggu, Jakarta Selatan, DKI Jakarta, Indonesia","Rp2,5jt",Kontrak,,"Mengidentifikasi dan menghubungi prospek potensial di area yang ditugaskan., Mempromosikan dan menjual layanan catering perusahaan kepada pelanggan potensial., Membangun dan menjaga hubungan bisnis yang baik dengan pelanggan yang ada., Mencapai target penjualan yang ditetapkan oleh perusahaan., Memberikan layanan pelanggan yang superior dan menjawab pertanyaan atau masalah pelanggan dengan cepat dan efektif., Mengumpulkan dan menyampaikan informasi pasar dan umpan balik pelanggan kepada tim manajemen.",https://glints.com/id/opportunities/jobs/sales-person/be11534c-6181-4744-a0d9-672fe10b4a5f?utm_referrer=explore
Trans Studio Mall Bali,Staff Customer Service,"Denpasar Barat, Denpasar, Bali, Indonesia",Rp3jt-Rp3jt,Kontrak,,"Menangani pertanyaan pelanggan melalui telepon, email, atau media sosial dengan sopan dan profesional., Menyelesaikan masalah pelanggan dengan cepat dan efisien., Memberikan informasi produk, layanan, dan kebijakan perusahaan kepada pelanggan., Membangun hubungan yang baik dengan pelanggan dan meningkatkan kepuasan pelanggan., Melakukan tugas administratif terkait layanan pelanggan., Memberikan umpan balik dan saran kepada manajemen untuk perbaikan layanan pelanggan.",https://glints.com/id/opportunities/jobs/staff-customer-service/64115872-4870-4f57-99bc-a5059b5df9e6?utm_referrer=explore
Trans Entertainment,BRANCH MANAGER TEGAL,"Tegal Selatan, Tegal, Jawa Tengah, Indonesia",Perusahaan tidak menampilkan gaji,Penuh Waktu,"Leadership, Sales, Sales Marketing",,https://glints.com/id/opportunities/jobs/branch-manager-tegal/3cc4006c-7b9b-4ce0-8bd4-4d1f256d3b14?utm_referrer=explore
PT VELLIA KANDI UTAMA,Dokter kecantikan,"Serpong, Tangerang Selatan, Banten, Indonesia",Rp6jt-Rp15jt,Penuh Waktu,"Marketing, Perawatan Kecantikan, paham dengan klinik kecantikan",,https://glints.com/id/opportunities/jobs/dokter-kecantikan/167511d4-ec82-4362-bffa-9f57bf7e87b9?utm_referrer=explore
